2.71	0.8800917
2.72	0.876853324
2.73	0.873638697
2.74	0.870447557
2.75	0.867279649
2.76	0.86413472
2.77	0.861012521
2.78	0.857912806
2.79	0.854835334
2.8	0.851779865
2.81	0.848746164
2.82	0.845734001
2.83	0.842743145
2.84	0.839773373
2.85	0.836824461
2.86	0.83389619
2.87	0.830988346
2.88	0.828100714
2.89	0.825233085
2.9	0.822385252
2.91	0.819557009
2.92	0.816748157
2.93	0.813958496
2.94	0.811187829
2.95	0.808435965
2.96	0.805702711
2.97	0.802987881
2.98	0.800291287
2.99	0.797612747
3	0.794952081
3.01	0.79230911
3.02	0.789683657
3.03	0.78707555
3.04	0.784484617
3.05	0.781910689
3.06	0.7793536
3.07	0.776813183
3.08	0.774289278
3.09	0.771781723
3.1	0.769290359
3.11	0.766815032
3.12	0.764355586
3.13	0.761911869
3.14	0.75948373
3.15	0.757071021
3.16	0.754673596
3.17	0.75229131
3.18	0.749924019
3.19	0.747571583
3.2	0.745233862
3.21	0.742910718
3.22	0.740602016
3.23	0.738307622
3.24	0.736027402
3.25	0.733761226
3.26	0.731508964
3.27	0.729270489
3.28	0.727045674
3.29	0.724834396
3.3	0.722636529
3.31	0.720451954
3.32	0.718280549
3.33	0.716122197
3.34	0.713976778
3.35	0.711844179
3.36	0.709724284
3.37	0.707616979
3.38	0.705522154
3.39	0.703439697
3.4	0.7013695
3.41	0.699311454
3.42	0.697265453
3.43	0.695231391
3.44	0.693209164
3.45	0.691198669
3.46	0.689199804
3.47	0.687212469
3.48	0.685236564
3.49	0.683271991
3.5	0.681318652
3.51	0.679376452
3.52	0.677445295
3.53	0.675525088
3.54	0.673615737
3.55	0.671717152
3.56	0.66982924
3.57	0.667951913
3.58	0.666085081
3.59	0.664228657
3.6	0.662382553
3.61	0.660546685
3.62	0.658720967
3.63	0.656905316
3.64	0.655099647
3.65	0.65330388
3.66	0.651517932
3.67	0.649741724
3.68	0.647975176
